no	id	type	pos	s	na	pop	genorig	genfix	gen	h	1000_rep0_dom.hs_fixed.txt
91	45531	m2	5592538	-0.00184479	0	p1	2271	3694	2271	0.475803	1001_rep9_dom.hs_fixed.txt
92	53951	m2	5664531	-0.0225891	0	p1	2696	3694	2696	0.279277	1001_rep9_dom.hs_fixed.txt
93	60658	m2	313225	-0.0168248	0	p1	3030	3708	3030	0.457624	1001_rep9_dom.hs_fixed.txt
94	68946	m2	620284	-0.00907128	0	p1	3445	3856	3445	0.0634046	1001_rep9_dom.hs_fixed.txt
95	69072	m2	693269	-0.0189892	0	p1	3451	3856	3451	0.367491	1001_rep9_dom.hs_fixed.txt
96	70232	m2	1697605	-0.0325262	0	p1	3513	3859	3513	0.327184	1001_rep9_dom.hs_fixed.txt
97	71672	m2	9695989	-0.00206527	0	p1	3586	3866	3586	0.439483	1001_rep9_dom.hs_fixed.txt
98	68125	m2	6281618	-0.000960851	0	p1	3404	3900	3404	0.270811	1001_rep9_dom.hs_fixed.txt
99	66544	m2	6343767	-0.0123686	0	p1	3322	3900	3322	0.0785775	1001_rep9_dom.hs_fixed.txt
100	74435	m2	4504374	-0.00478454	0	p1	3726	3901	3726	0.288904	1001_rep9_dom.hs_fixed.txt
101	67754	m2	1338612	-0.0271202	0	p1	3384	3903	3384	0.0229043	1001_rep9_dom.hs_fixed.txt
102	73662	m2	5011010	-0.00150554	0	p1	3688	3914	3688	0.152488	1001_rep9_dom.hs_fixed.txt
103	51245	m2	6029383	-0.0211564	0	p1	2559	3914	2559	0.42574	1001_rep9_dom.hs_fixed.txt
104	72496	m2	6947163	-0.00874226	0	p1	3630	3923	3630	0.193576	1001_rep9_dom.hs_fixed.txt
105	72437	m2	7625596	-0.0242989	0	p1	3626	3924	3626	0.381039	1001_rep9_dom.hs_fixed.txt
106	76299	m2	5299942	-0.00976761	0	p1	3819	3941	3819	0.339846	1001_rep9_dom.hs_fixed.txt
107	75829	m2	1501477	-0.00893815	0	p1	3794	4022	3794	0.4483	1001_rep9_dom.hs_fixed.txt
108	64029	m2	5810102	-0.00516389	0	p1	3199	4027	3199	0.211503	1001_rep9_dom.hs_fixed.txt
109	76087	m2	1749746	-0.020084	0	p1	3809	4034	3809	0.254783	1001_rep9_dom.hs_fixed.txt
110	76773	m2	8468995	-0.0114357	0	p1	3842	4039	3842	0.434785	1001_rep9_dom.hs_fixed.txt
111	78438	m2	8432353	-0.0092171	0	p1	3922	4191	3922	0.171291	1001_rep9_dom.hs_fixed.txt
112	56352	m2	5998427	-0.0157302	0	p1	2816	4198	2816	0.114095	1001_rep9_dom.hs_fixed.txt
113	50598	m2	6017933	-0.0124535	0	p1	2528	4198	2528	0.111402	1001_rep9_dom.hs_fixed.txt
114	80053	m2	6061160	-0.0105975	0	p1	4002	4198	4002	0.105698	1001_rep9_dom.hs_fixed.txt
115	79835	m2	4724677	-0.0112444	0	p1	3991	4315	3991	0.443292	1001_rep9_dom.hs_fixed.txt
116	78358	m2	5761505	-0.0368674	0	p1	3918	4329	3918	0.389538	1001_rep9_dom.hs_fixed.txt
117	78252	m2	2397052	-0.0144056	0	p1	3914	4363	3914	0.395544	1001_rep9_dom.hs_fixed.txt
118	81523	m2	2939085	-0.000495036	0	p1	4074	4396	4074	0.220329	1001_rep9_dom.hs_fixed.txt
119	81302	m2	2193579	-0.0015417	0	p1	4064	4492	4064	0.381462	1001_rep9_dom.hs_fixed.txt
120	85613	m2	3103242	-0.0054287	0	p1	4281	4516	4281	0.0615405	1001_rep9_dom.hs_fixed.txt
121	79160	m2	80567	-0.0222106	0	p1	3957	4567	3957	0.0472027	1001_rep9_dom.hs_fixed.txt
122	83571	m2	104665	-0.00380449	0	p1	4177	4567	4177	0.384505	1001_rep9_dom.hs_fixed.txt
123	88523	m2	7964113	-0.00666792	0	p1	4427	4584	4427	0.409984	1001_rep9_dom.hs_fixed.txt
124	82510	m2	1805810	-0.0177321	0	p1	4123	4631	4123	0.346939	1001_rep9_dom.hs_fixed.txt
125	89883	m2	4332150	-0.0118108	0	p1	4495	4769	4495	0.0614016	1001_rep9_dom.hs_fixed.txt
126	92040	m2	7153588	-0.00463122	0	p1	4603	4811	4603	0.265167	1001_rep9_dom.hs_fixed.txt
127	93557	m2	3608771	-0.0059006	0	p1	4681	4819	4681	0.412628	1001_rep9_dom.hs_fixed.txt
128	95072	m2	9348114	-0.0264137	0	p1	4757	4978	4757	0.381362	1001_rep9_dom.hs_fixed.txt
129	91177	m2	1475190	-0.00932197	0	p1	4561	5026	4561	0.296586	1001_rep9_dom.hs_fixed.txt
130	90594	m2	1525096	-0.000328347	0	p1	4530	5026	4530	0.217442	1001_rep9_dom.hs_fixed.txt
131	95199	m2	9674898	-0.016563	0	p1	4763	5026	4763	0.283923	1001_rep9_dom.hs_fixed.txt
132	84096	m2	1890819	-0.0336349	0	p1	4204	5033	4204	0.186474	1001_rep9_dom.hs_fixed.txt
133	93714	m2	6018011	-0.00126441	0	p1	4689	5072	4689	0.3728	1001_rep9_dom.hs_fixed.txt
134	98042	m2	4225165	-0.00203675	0	p1	4907	5122	4907	0.371497	1001_rep9_dom.hs_fixed.txt
135	97930	m2	3272088	-0.00468558	0	p1	4900	5152	4900	0.0580541	1001_rep9_dom.hs_fixed.txt
136	98474	m2	5291925	-0.00543018	0	p1	4927	5176	4927	0.391266	1001_rep9_dom.hs_fixed.txt
137	98178	m2	8823673	-0.0127315	0	p1	4912	5255	4912	0.0713994	1001_rep9_dom.hs_fixed.txt
138	98909	m2	118952	-0.0214993	0	p1	4949	5332	4949	0.0777994	1001_rep9_dom.hs_fixed.txt
139	100486	m2	4516942	-0.00354243	0	p1	5027	5359	5027	0.0300973	1001_rep9_dom.hs_fixed.txt
140	81578	m2	916502	-0.000668026	0	p1	4077	5376	4077	0.432694	1001_rep9_dom.hs_fixed.txt
141	82037	m2	986691	-0.00512868	0	p1	4100	5376	4100	0.443037	1001_rep9_dom.hs_fixed.txt
142	94467	m2	1193758	-0.0314702	0	p1	4727	5412	4727	0.0693889	1001_rep9_dom.hs_fixed.txt
143	92437	m2	1235092	-0.0143461	0	p1	4626	5412	4626	0.474277	1001_rep9_dom.hs_fixed.txt
144	96417	m2	6237863	-0.000980171	0	p1	4826	5429	4826	0.00416468	1001_rep9_dom.hs_fixed.txt
145	106533	m2	5943619	-0.0103589	0	p1	5329	5453	5329	0.472039	1001_rep9_dom.hs_fixed.txt
146	105291	m2	8193951	-0.0245734	0	p1	5270	5495	5270	0.0574705	1001_rep9_dom.hs_fixed.txt
147	99960	m2	8296040	-0.00586825	0	p1	5002	5495	5002	0.0565979	1001_rep9_dom.hs_fixed.txt
148	98218	m2	7670711	-0.00237521	0	p1	4914	5543	4914	0.34672	1001_rep9_dom.hs_fixed.txt
149	111112	m2	7875413	-0.0212492	0	p1	5556	5705	5556	0.239637	1001_rep9_dom.hs_fixed.txt
150	104411	m2	9217177	-0.0317764	0	p1	5224	5705	5224	0.0523835	1001_rep9_dom.hs_fixed.txt
151	109359	m2	9384110	-0.000289388	0	p1	5465	5705	5465	0.287733	1001_rep9_dom.hs_fixed.txt
152	109218	m2	9580239	-0.00701382	0	p1	5457	5705	5457	0.259891	1001_rep9_dom.hs_fixed.txt
153	101050	m2	9710942	-0.00133705	0	p1	5056	5705	5056	0.101619	1001_rep9_dom.hs_fixed.txt
154	104245	m2	9927515	-0.0135835	0	p1	5215	5705	5215	0.470517	1001_rep9_dom.hs_fixed.txt
155	109293	m2	2244124	-0.000165619	0	p1	5461	5819	5461	0.496288	1001_rep9_dom.hs_fixed.txt
156	108740	m2	1202124	-0.00129121	0	p1	5433	5856	5433	0.01019	1001_rep9_dom.hs_fixed.txt
157	110409	m2	1664207	-0.0395288	0	p1	5517	5856	5517	0.143088	1001_rep9_dom.hs_fixed.txt
158	105096	m2	1781999	-0.00242601	0	p1	5260	5856	5260	0.301475	1001_rep9_dom.hs_fixed.txt
159	112605	m2	6271290	-0.0248756	0	p1	5634	5899	5634	0.19355	1001_rep9_dom.hs_fixed.txt
160	112633	m2	5909112	-0.00995455	0	p1	5635	5934	5635	0.129661	1001_rep9_dom.hs_fixed.txt
161	110058	m2	399079	-0.00437838	0	p1	5499	5965	5499	0.22733	1001_rep9_dom.hs_fixed.txt
162	114671	m2	1688642	-0.0561978	0	p1	5739	6068	5739	0.101395	1001_rep9_dom.hs_fixed.txt
163	113903	m2	6893350	-0.0235927	0	p1	5698	6096	5698	0.312798	1001_rep9_dom.hs_fixed.txt
164	115401	m2	7316163	-0.00912859	0	p1	5776	6096	5776	0.272504	1001_rep9_dom.hs_fixed.txt
165	113217	m2	7344030	-0.00906262	0	p1	5663	6096	5663	0.293503	1001_rep9_dom.hs_fixed.txt
166	117892	m2	937978	-0.000303398	0	p1	5902	6102	5902	0.0699376	1001_rep9_dom.hs_fixed.txt
167	112868	m2	8793633	-0.0301214	0	p1	5646	6102	5646	0.309585	1001_rep9_dom.hs_fixed.txt
168	113660	m2	2020883	-0.00511192	0	p1	5685	6124	5685	0.315823	1001_rep9_dom.hs_fixed.txt
169	112875	m2	2270126	-0.00632798	0	p1	5647	6124	5647	0.281447	1001_rep9_dom.hs_fixed.txt
170	114561	m2	4660479	-0.00361394	0	p1	5733	6128	5733	0.443874	1001_rep9_dom.hs_fixed.txt
171	114382	m2	8233640	-0.00818839	0	p1	5723	6148	5723	0.121841	1001_rep9_dom.hs_fixed.txt
172	115766	m2	8073050	-0.00530068	0	p1	5795	6195	5795	0.0484449	1001_rep9_dom.hs_fixed.txt
173	121329	m2	7455875	-0.00027942	0	p1	6073	6254	6073	0.161255	1001_rep9_dom.hs_fixed.txt
174	121729	m2	9630114	-0.0184438	0	p1	6093	6297	6093	0.408883	1001_rep9_dom.hs_fixed.txt
175	121475	m2	2302039	-0.0232284	0	p1	6081	6449	6081	0.252466	1001_rep9_dom.hs_fixed.txt
176	112898	m2	2551580	-0.0382867	0	p1	5648	6449	5648	0.38191	1001_rep9_dom.hs_fixed.txt
177	126260	m2	2539311	-0.0179871	0	p1	6320	6595	6320	0.0517062	1001_rep9_dom.hs_fixed.txt
178	125674	m2	1041217	-0.0229818	0	p1	6290	6720	6290	0.322912	1001_rep9_dom.hs_fixed.txt
179	129686	m2	2617956	-0.0105785	0	p1	6491	6724	6491	0.271885	1001_rep9_dom.hs_fixed.txt
180	130594	m2	3088804	-0.0095262	0	p1	6537	6734	6537	0.0250071	1001_rep9_dom.hs_fixed.txt
181	126093	m2	3540154	-0.004527	0	p1	6311	6734	6311	0.225489	1001_rep9_dom.hs_fixed.txt
182	115356	m2	8663270	-0.0279077	0	p1	5774	6767	5774	0.0208116	1001_rep9_dom.hs_fixed.txt
183	127190	m2	488689	-0.0012268	0	p1	6368	6768	6368	0.415853	1001_rep9_dom.hs_fixed.txt
184	124783	m2	6478135	-0.00959524	0	p1	6247	6769	6247	0.181449	1001_rep9_dom.hs_fixed.txt
185	134278	m2	1826940	-0.0137832	0	p1	6717	6872	6717	0.0548245	1001_rep9_dom.hs_fixed.txt
186	127285	m2	3757013	-0.00633095	0	p1	6372	6876	6372	0.369393	1001_rep9_dom.hs_fixed.txt
187	129784	m2	3870429	-0.0110177	0	p1	6495	6876	6495	0.196754	1001_rep9_dom.hs_fixed.txt
188	129913	m2	7828762	-0.0131288	0	p1	6501	6893	6501	0.198559	1001_rep9_dom.hs_fixed.txt
189	129928	m2	7521417	-0.00672543	0	p1	6502	6980	6502	0.440763	1001_rep9_dom.hs_fixed.txt
190	137427	m2	8970628	-0.00082788	0	p1	6877	7028	6877	0.127787	1001_rep9_dom.hs_fixed.txt
191	136231	m2	5213185	-0.000648573	0	p1	6814	7086	6814	0.0521429	1001_rep9_dom.hs_fixed.txt
192	134867	m2	5238470	-0.00776921	0	p1	6746	7086	6746	0.263393	1001_rep9_dom.hs_fixed.txt
193	132520	m2	7042405	-0.00117773	0	p1	6631	7155	6631	0.256942	1001_rep9_dom.hs_fixed.txt
194	137841	m2	6073166	-0.00152033	0	p1	6897	7157	6897	0.307515	1001_rep9_dom.hs_fixed.txt
195	133984	m2	6150719	-0.00390525	0	p1	6704	7157	6704	0.113238	1001_rep9_dom.hs_fixed.txt
196	131870	m2	6250489	-0.00334159	0	p1	6600	7157	6600	0.297128	1001_rep9_dom.hs_fixed.txt
197	139576	m2	6341916	-0.00816617	0	p1	6987	7157	6987	0.392576	1001_rep9_dom.hs_fixed.txt
198	135623	m2	1457167	-0.01439	0	p1	6783	7229	6783	0.48258	1001_rep9_dom.hs_fixed.txt
199	136989	m2	1528817	-0.00793191	0	p1	6854	7229	6854	0.40995	1001_rep9_dom.hs_fixed.txt
200	141353	m2	6937979	-0.000872467	0	p1	7074	7231	7074	0.0382082	1001_rep9_dom.hs_fixed.txt
201	139203	m2	657748	-0.0162287	0	p1	6967	7235	6967	0.0287212	1001_rep9_dom.hs_fixed.txt
202	139473	m2	8024350	-0.00702858	0	p1	6981	7306	6981	0.078324	1001_rep9_dom.hs_fixed.txt
203	133985	m2	8108350	-0.0114402	0	p1	6704	7306	6704	0.0659739	1001_rep9_dom.hs_fixed.txt
204	139196	m2	8835753	-0.0114037	0	p1	6967	7306	6967	0.418269	1001_rep9_dom.hs_fixed.txt
205	140946	m2	7370593	-0.00093302	0	p1	7054	7342	7054	0.152902	1001_rep9_dom.hs_fixed.txt
206	135155	m2	7379945	-0.0264221	0	p1	6762	7342	6762	0.441798	1001_rep9_dom.hs_fixed.txt
207	142973	m2	1260649	-0.00571408	0	p1	7155	7444	7155	0.173365	1001_rep9_dom.hs_fixed.txt
208	144890	m2	7574324	-0.00867424	0	p1	7250	7552	7250	0.249423	1001_rep9_dom.hs_fixed.txt
209	140926	m2	8478548	-0.00229098	0	p1	7053	7576	7053	0.328389	1001_rep9_dom.hs_fixed.txt
210	144131	m2	423506	-0.00135797	0	p1	7214	7687	7214	0.148162	1001_rep9_dom.hs_fixed.txt
211	143078	m2	2869523	-0.00360212	0	p1	7160	7737	7160	0.341613	1001_rep9_dom.hs_fixed.txt
212	145267	m2	7629556	-0.0214417	0	p1	7268	7741	7268	0.0297495	1001_rep9_dom.hs_fixed.txt
213	146981	m2	7663620	-0.0120294	0	p1	7354	7741	7354	0.450567	1001_rep9_dom.hs_fixed.txt
214	149661	m2	3522404	-0.0104647	0	p1	7486	7847	7486	0.183665	1001_rep9_dom.hs_fixed.txt
215	149820	m2	7934777	-0.00862772	0	p1	7493	7911	7493	0.478892	1001_rep9_dom.hs_fixed.txt
216	143056	m2	6929153	-0.00868925	0	p1	7158	7912	7158	0.290155	1001_rep9_dom.hs_fixed.txt
217	147684	m2	8769937	-0.00655537	0	p1	7389	8010	7389	0.253776	1001_rep9_dom.hs_fixed.txt
218	153299	m2	9519111	-0.00190583	0	p1	7671	8010	7671	0.256515	1001_rep9_dom.hs_fixed.txt
219	147307	m2	8536506	-0.0104242	0	p1	7370	8017	7370	0.456795	1001_rep9_dom.hs_fixed.txt
220	155765	m2	8586683	-0.00282753	0	p1	7793	8023	7793	0.385053	1001_rep9_dom.hs_fixed.txt
221	158434	m2	7848855	-0.0406765	0	p1	7932	8037	7932	0.430954	1001_rep9_dom.hs_fixed.txt
222	156888	m2	4925717	-0.0263035	0	p1	7851	8042	7851	0.0814317	1001_rep9_dom.hs_fixed.txt
223	154536	m2	4810371	-0.00556435	0	p1	7733	8050	7733	0.331956	1001_rep9_dom.hs_fixed.txt
224	156812	m2	3058725	-0.00954621	0	p1	7846	8059	7846	0.463009	1001_rep9_dom.hs_fixed.txt
225	155336	m2	3297264	-0.00176757	0	p1	7773	8069	7773	0.162491	1001_rep9_dom.hs_fixed.txt
226	157477	m2	2391780	-0.00616143	0	p1	7881	8091	7881	0.306963	1001_rep9_dom.hs_fixed.txt
227	155090	m2	1768118	-0.010618	0	p1	7760	8117	7760	0.319887	1001_rep9_dom.hs_fixed.txt
228	157908	m2	1919646	-0.00933186	0	p1	7904	8117	7904	0.237111	1001_rep9_dom.hs_fixed.txt
229	157077	m2	242950	-0.0189914	0	p1	7861	8221	7861	0.328604	1001_rep9_dom.hs_fixed.txt
230	154488	m2	308694	-0.00437907	0	p1	7730	8221	7730	0.0416664	1001_rep9_dom.hs_fixed.txt
231	156941	m2	3438173	-0.00107872	0	p1	7853	8221	7853	0.232289	1001_rep9_dom.hs_fixed.txt
232	140525	m2	3720958	-0.018791	0	p1	7033	8221	7033	0.106919	1001_rep9_dom.hs_fixed.txt
233	147094	m2	4158765	-0.0305133	0	p1	7360	8221	7360	0.233416	1001_rep9_dom.hs_fixed.txt
234	143744	m2	4273385	-0.0292135	0	p1	7193	8221	7193	0.330902	1001_rep9_dom.hs_fixed.txt
235	139361	m2	4423424	-0.0507107	0	p1	6975	8221	6975	0.0541384	1001_rep9_dom.hs_fixed.txt
236	148475	m2	4564741	-0.00914318	0	p1	7427	8221	7427	0.122513	1001_rep9_dom.hs_fixed.txt
237	161085	m2	4349825	-0.0105301	0	p1	8070	8248	8070	0.327094	1001_rep9_dom.hs_fixed.txt
238	163642	m2	5283243	-0.00485842	0	p1	8197	8313	8197	0.413715	1001_rep9_dom.hs_fixed.txt
239	153326	m2	1489786	-0.00067868	0	p1	7673	8373	7673	0.0931629	1001_rep9_dom.hs_fixed.txt
240	161453	m2	908417	-0.00572984	0	p1	8088	8432	8088	0.0425279	1001_rep9_dom.hs_fixed.txt
241	164690	m2	5212655	-0.0303957	0	p1	8251	8442	8251	0.423337	1001_rep9_dom.hs_fixed.txt
242	166818	m2	9233646	-0.001188	0	p1	8359	8467	8359	0.186187	1001_rep9_dom.hs_fixed.txt
243	163049	m2	8481428	-0.00543669	0	p1	8167	8473	8167	0.234527	1001_rep9_dom.hs_fixed.txt
244	162677	m2	8774339	-0.00055175	0	p1	8148	8473	8148	0.196826	1001_rep9_dom.hs_fixed.txt
245	166946	m2	9201244	-0.0120058	0	p1	8365	8473	8365	0.361206	1001_rep9_dom.hs_fixed.txt
246	163018	m2	3617481	-0.00351739	0	p1	8165	8540	8165	0.00899449	1001_rep9_dom.hs_fixed.txt
247	162408	m2	2683789	-0.0242616	0	p1	8135	8611	8135	0.200427	1001_rep9_dom.hs_fixed.txt
248	165348	m2	2759312	-0.0250186	0	p1	8286	8611	8286	0.345483	1001_rep9_dom.hs_fixed.txt
249	161843	m2	2824034	-0.00221405	0	p1	8107	8611	8107	0.407144	1001_rep9_dom.hs_fixed.txt
250	166378	m2	5015663	-0.0157586	0	p1	8336	8644	8336	0.427322	1001_rep9_dom.hs_fixed.txt
251	169361	m2	5397814	-0.0121139	0	p1	8488	8723	8488	0.0240986	1001_rep9_dom.hs_fixed.txt
252	168225	m2	7189226	-0.00877411	0	p1	8428	8872	8428	0.492746	1001_rep9_dom.hs_fixed.txt
253	169281	m2	7312943	-0.00154152	0	p1	8483	8872	8483	0.483786	1001_rep9_dom.hs_fixed.txt
254	173201	m2	2403832	-0.00184152	0	p1	8680	8891	8680	0.346637	1001_rep9_dom.hs_fixed.txt
255	172001	m2	166886	-0.00304023	0	p1	8619	8928	8619	0.300007	1001_rep9_dom.hs_fixed.txt
256	169327	m2	4744436	-0.00366443	0	p1	8486	8981	8486	0.405683	1001_rep9_dom.hs_fixed.txt
257	169235	m2	4834795	-0.025743	0	p1	8481	8981	8481	0.187712	1001_rep9_dom.hs_fixed.txt
258	168968	m2	8948383	-0.0167226	0	p1	8468	8981	8468	0.121798	1001_rep9_dom.hs_fixed.txt
259	169266	m2	9684466	-0.0196468	0	p1	8483	8981	8483	0.417575	1001_rep9_dom.hs_fixed.txt
260	173794	m2	6109798	-0.0316206	0	p1	8710	9017	8710	0.308929	1001_rep9_dom.hs_fixed.txt
261	172476	m2	6407998	-0.00451956	0	p1	8644	9017	8644	0.249611	1001_rep9_dom.hs_fixed.txt
262	177832	m2	911511	-0.00482681	0	p1	8908	9088	8908	0.382354	1001_rep9_dom.hs_fixed.txt
263	181518	m2	5238225	-0.0228444	0	p1	9091	9235	9091	0.281058	1001_rep9_dom.hs_fixed.txt
264	178237	m2	1963527	-0.0274704	0	p1	8927	9238	8927	0.0204559	1001_rep9_dom.hs_fixed.txt
265	174788	m2	2097201	-0.0236472	0	p1	8759	9238	8759	0.338174	1001_rep9_dom.hs_fixed.txt
266	179738	m2	2103163	-0.0278843	0	p1	9001	9238	9001	0.421898	1001_rep9_dom.hs_fixed.txt
267	180078	m2	4407440	-0.0450884	0	p1	9020	9290	9020	0.122826	1001_rep9_dom.hs_fixed.txt
268	180691	m2	4439332	-0.00341802	0	p1	9051	9290	9051	0.370611	1001_rep9_dom.hs_fixed.txt
269	181673	m2	3625498	-0.0145954	0	p1	9099	9299	9099	0.141137	1001_rep9_dom.hs_fixed.txt
270	181035	m2	3831895	-0.0145015	0	p1	9068	9299	9068	0.0374252	1001_rep9_dom.hs_fixed.txt
271	183299	m2	9942870	-0.0432279	0	p1	9178	9430	9178	0.000209307	1001_rep9_dom.hs_fixed.txt
272	184434	m2	5154086	-0.0130474	0	p1	9237	9519	9237	0.430219	1001_rep9_dom.hs_fixed.txt
273	186478	m2	9642897	-0.00352362	0	p1	9342	9550	9342	0.0271211	1001_rep9_dom.hs_fixed.txt
274	175982	m2	1559282	-0.0549844	0	p1	8819	9584	8819	0.15459	1001_rep9_dom.hs_fixed.txt
275	175783	m2	2492459	-0.00988269	0	p1	8810	9589	8810	0.464386	1001_rep9_dom.hs_fixed.txt
276	181191	m2	2699364	-0.0285306	0	p1	9076	9589	9076	0.143723	1001_rep9_dom.hs_fixed.txt
277	184378	m2	8199254	-0.0201396	0	p1	9234	9595	9234	0.333541	1001_rep9_dom.hs_fixed.txt
278	185489	m2	3716263	-0.00987891	0	p1	9290	9644	9290	0.231375	1001_rep9_dom.hs_fixed.txt
279	183858	m2	3965361	-0.0283481	0	p1	9207	9666	9207	0.0973772	1001_rep9_dom.hs_fixed.txt
280	182216	m2	649430	-0.00872908	0	p1	9126	9721	9126	0.181791	1001_rep9_dom.hs_fixed.txt
281	190107	m2	5819853	-0.0341326	0	p1	9521	9871	9521	0.0665929	1001_rep9_dom.hs_fixed.txt
282	192418	m2	8015932	-0.0572216	0	p1	9642	9977	9642	0.299118	1001_rep9_dom.hs_fixed.txt
283	196840	m2	1224838	-0.00745718	0	p1	9866	9995	9866	0.246308	1001_rep9_dom.hs_fixed.txt
no	id	type	pos	s	na	pop	genorig	genfix	gen	h	1002_rep9_dom.hs_fixed.txt
0	2452	m2	4308785	-0.0127074	0	p1	123	250	123	0.305741	1002_rep9_dom.hs_fixed.txt
1	794	m2	8181797	-0.00561895	0	p1	42	317	42	0.390336	1002_rep9_dom.hs_fixed.txt
2	2097	m2	6054392	-0.00731715	0	p1	106	459	106	0.36607	1002_rep9_dom.hs_fixed.txt
3	7035	m2	1141877	-0.0416621	0	p1	353	521	353	0.162174	1002_rep9_dom.hs_fixed.txt
4	7223	m2	1215681	-0.00136873	0	p1	363	521	363	0.467973	1002_rep9_dom.hs_fixed.txt
5	3620	m2	1525096	-0.000885248	0	p1	183	628	183	0.478807	1002_rep9_dom.hs_fixed.txt
6	6454	m2	2939840	-0.00421122	0	p1	322	646	322	0.413032	1002_rep9_dom.hs_fixed.txt
7	8773	m2	3062972	-0.000448893	0	p1	443	660	443	0.489024	1002_rep9_dom.hs_fixed.txt
8	5277	m2	2551062	-0.0222053	0	p1	267	684	267	0.236937	1002_rep9_dom.hs_fixed.txt
9	11264	m2	4083291	-0.0167789	0	p1	571	721	571	0.271895	1002_rep9_dom.hs_fixed.txt
10	9819	m2	9648184	-0.00470767	0	p1	495	768	495	0.404733	1002_rep9_dom.hs_fixed.txt
11	11748	m2	420398	-0.0135871	0	p1	595	788	595	0.297733	1002_rep9_dom.hs_fixed.txt
12	8997	m2	954142	-0.00221874	0	p1	455	870	455	0.45007	1002_rep9_dom.hs_fixed.txt
13	7294	m2	7257117	-0.0125334	0	p1	367	880	367	0.307376	1002_rep9_dom.hs_fixed.txt
14	8974	m2	3454876	-0.0018528	0	p1	454	884	454	0.457607	1002_rep9_dom.hs_fixed.txt
15	11913	m2	6363685	-0.0094216	0	p1	602	890	602	0.339886	1002_rep9_dom.hs_fixed.txt
16	17504	m2	533449	-0.0221317	0	p1	886	1110	886	0.237351	1002_rep9_dom.hs_fixed.txt
17	14219	m2	3520537	-2.18344e-05	0	p1	719	1118	719	0.499455	1002_rep9_dom.hs_fixed.txt
18	13007	m2	3549136	-0.00217254	0	p1	657	1118	657	0.451008	1002_rep9_dom.hs_fixed.txt
19	4278	m2	2249322	-0.0030882	0	p1	216	1228	216	0.433122	1002_rep9_dom.hs_fixed.txt
20	19919	m2	1308823	-0.0207021	0	p1	1007	1230	1007	0.245688	1002_rep9_dom.hs_fixed.txt
21	20293	m2	8127781	-0.00116646	0	p1	1028	1331	1028	0.472446	1002_rep9_dom.hs_fixed.txt
22	20903	m2	8943769	-0.0140948	0	p1	1059	1332	1059	0.2933	1002_rep9_dom.hs_fixed.txt
23	16999	m2	9945994	-0.0178615	0	p1	859	1332	859	0.264121	1002_rep9_dom.hs_fixed.txt
24	17559	m2	7586098	-5.06946e-05	0	p1	888	1528	888	0.498736	1002_rep9_dom.hs_fixed.txt
25	15222	m2	5763997	-0.000698704	0	p1	770	1586	770	0.483122	1002_rep9_dom.hs_fixed.txt
26	21711	m2	3450441	-0.00763095	0	p1	1097	1694	1097	0.361913	1002_rep9_dom.hs_fixed.txt
27	28983	m2	3738201	-0.000501059	0	p1	1462	1694	1462	0.48778	1002_rep9_dom.hs_fixed.txt
28	28677	m2	319411	-0.0061882	0	p1	1446	1715	1446	0.381851	1002_rep9_dom.hs_fixed.txt
29	22238	m2	6384161	-0.0247653	0	p1	1123	1727	1123	0.223387	1002_rep9_dom.hs_fixed.txt
30	15064	m2	5232824	-0.0153976	0	p1	762	1800	762	0.282505	1002_rep9_dom.hs_fixed.txt
31	32038	m2	7138825	-0.0107079	0	p1	1618	1867	1618	0.325649	1002_rep9_dom.hs_fixed.txt
32	34722	m2	9312600	-0.0211737	0	p1	1753	1886	1753	0.242874	1002_rep9_dom.hs_fixed.txt
33	31083	m2	708633	-0.0149077	0	p1	1567	1888	1567	0.28647	1002_rep9_dom.hs_fixed.txt
34	28775	m2	5670400	-0.0112957	0	p1	1451	1932	1451	0.319533	1002_rep9_dom.hs_fixed.txt
35	19573	m2	5685349	-0.0509635	0	p1	991	1932	991	0.140918	1002_rep9_dom.hs_fixed.txt
36	32980	m2	391038	-0.0313394	0	p1	1665	1969	1665	0.194782	1002_rep9_dom.hs_fixed.txt
37	37755	m2	3588828	-0.00449678	0	p1	1905	2087	1905	0.408217	1002_rep9_dom.hs_fixed.txt
38	36300	m2	9509983	-0.00265411	0	p1	1835	2098	1835	0.441421	1002_rep9_dom.hs_fixed.txt
39	38059	m2	2950646	-0.0047973	0	p1	1919	2135	1919	0.40327	1002_rep9_dom.hs_fixed.txt
40	36202	m2	2174483	-0.00237083	0	p1	1829	2209	1829	0.447011	1002_rep9_dom.hs_fixed.txt
41	28508	m2	6118419	-0.00920325	0	p1	1437	2223	1437	0.342428	1002_rep9_dom.hs_fixed.txt
42	32968	m2	6277007	-0.0332545	0	p1	1664	2223	1664	0.187778	1002_rep9_dom.hs_fixed.txt
43	38466	m2	2562844	-0.0140527	0	p1	1941	2329	1941	0.293662	1002_rep9_dom.hs_fixed.txt
44	40415	m2	257217	-0.0145404	0	p1	2040	2333	2040	0.289516	1002_rep9_dom.hs_fixed.txt
45	42880	m2	804982	-0.0438187	0	p1	2161	2333	2161	0.156694	1002_rep9_dom.hs_fixed.txt
46	42072	m2	3742730	-0.00941909	0	p1	2120	2416	2120	0.339915	1002_rep9_dom.hs_fixed.txt
